,e1,relation,e2,date,predictions
3751,Military Personnel (Afghanistan),Use conventional military force,Associated Press,2014-04-10,"['Umar al Bashir', 'Government (Syria)', 'Opposition Coalition (Sudan)', 'National Anti-Corruption Commission (Thailand)', 'Vietnam', 'Inter-Services Intelligence', 'Director General (Cambodia)', 'Military Personnel (Afghanistan)', 'Togo', 'Arnaud Montebourg']"
3752,China,Reject,Philippines,2014-06-17,"['Philippines', 'Togo', 'Abdullah Gül', 'Uhuru Muigai Kenyatta', 'Employee (Jordan)', 'Citizen (Zambia)', 'Military Personnel (Afghanistan)', 'Carrie Lam', 'Dmitry Anatolyevich Medvedev', 'International Monetary Fund']"
3753,Presidential Candidate (Afghanistan),Engage in negotiation,John Kerry,2014-07-13,"['John Kerry', 'Military Personnel (Afghanistan)', 'National Council for Peace and Order of Thailand', 'Lawyer/Attorney (Argentina)', 'Representatives (Slovakia)', 'Ministry (Afghanistan)', 'Ministry (France)', 'Government Official (Japan)', '""Uganda People\'s Defence Force""', 'Ryoo Kihl-jae']"
3754,Police (Tanzania),Investigate,Criminal (Tanzania),2014-07-21,"['Raheel Sharif', 'Prayuth Chan-ocha', 'Criminal (Tanzania)', 'Doctors Without Borders', 'Lawyer/Attorney (Argentina)', 'Military Personnel (Yemen)', 'Josh Earnest', 'Settler (Israel)', 'Uhuru', 'Somsavat Lengsava']"
3755,Uhuru Muigai Kenyatta,Make an appeal or request,Court Judge (Kenya),2014-09-08,"['Police (Tanzania)', 'Cabinet / Council of Ministers / Advisors (United States)', 'European Central Bank', 'Court Judge (Kenya)', 'Ukrinform', 'Massoud Barzani', 'Colombia', 'Staffan de Mistura', 'Shiv Sena', 'Other Authorities / Officials (Romania)']"
3756,Bala Abdulkadir Mohammed,Make an appeal or request,Citizen (Nigeria),2014-05-29,"['Citizen (Nigeria)', 'Fumio Kishida', 'Afghanistan', 'Lulzim Basha', 'Nigerian Navy', 'Government (Sweden)', 'Citizen (Turkey)', 'Carrie Lam', 'Head of Government (Pakistan)', 'Umar al Bashir']"
3757,South Africa,Sign formal agreement,China,2014-11-13,"['China', 'Abdul Aziz', 'Hezbollah', 'Mikhail Margelov', 'Citizen (Namibia)', 'South Africa', 'Combatant (Syrian Kurds)', 'Foreign Affairs (Israel)', 'Foreign Affairs (Macedonia)', 'City Mayor (South Africa)']"
3758,Joseph Robinette Biden,Express intent to meet or negotiate,Poland,2014-03-15,"['Colombia', 'Togo', 'Military Personnel (Kenya)', 'Tamar Beruchashvili', 'Shahin Mustafayev', 'Royal Administration (Saudi Arabia)', 'Military Personnel (Uganda)', 'Thief (Turkey)', 'Ministry (Liberia)', 'Ireland']"
3759,Joseph Robinette Biden,Consult,Dominican Republic,2014-06-19,"['Dominican Republic', 'Akja Nuberdiyeva', 'Christian Democratic Union', 'Hashim Thaçi', 'Ministry (Venezuela)', 'Business (Bulgaria)', 'Businessperson (Italy)', 'Lawyer/Attorney (Argentina)', 'Georgi Purvanov', 'Warren Truss']"
3760,Malaysia,Host a visit,China,2014-03-13,"['China', 'Media Personnel (Iran)', 'Xi Jinping', 'Agence France-Presse', 'Ministry (South Africa)', 'Head of Government (Pakistan)', 'Citizen (India)', 'Majid Takht Ravanchi', 'Isaias Afewerki', 'Myanmar']"
3761,Party Member (Afghanistan),Make statement,Afghanistan,2014-01-30,"['Lawmaker (Indonesia)', 'Agence France-Presse', 'Military (El Salvador)', 'Afghanistan', 'Defense / Security Ministry (Ukraine)', 'Military (North Korea)', 'Raúl Castro', 'Public Prosecutor (Greece)', 'Foreign Affairs (Liberia)', 'City Mayor (Philippines)']"
3762,Foreign Affairs (Italy),Make statement,Joao Lourenco,2014-12-20,"['Andrius Krivas', 'Foreign Affairs (Ukraine)', 'National Anti-Corruption Commission (Thailand)', 'Party Member (Bangladesh)', 'Villager (India)', 'Andrej Kiska', 'Bishop (North Korea)', 'Milos Zeman', 'Shiv Sena', 'Kevin Rudd']"
3763,Cabinet / Council of Ministers / Advisors (United States),Make a visit,Oman,2014-11-12,"['Ministry (Tunisia)', 'Medical Personnel (Jordan)', 'Military Academy (North Korea)', 'Employee (India)', 'Togo', 'Other Authorities / Officials (Russia)', 'Kevin Rudd', 'Andrej Kiska', 'Public Prosecutor (Greece)', 'Milos Zeman']"
3764,China,Appeal for de-escalation of military engagement,Malaysia,2014-06-02,"['Husam Mughazi', 'Malaysia', 'Congress of South African Trade Unions', 'Victoria Nuland', 'Web Site (Lithuania)', 'Men (Mexico)', 'Jack Dempsey', 'National Anti-Corruption Commission (Thailand)', 'Citizen (Kenya)', 'Urmas Reinsalu']"
3765,Curacao,Host a visit,North Atlantic Treaty Organization,2014-09-29,"['Foreign Affairs (United States)', 'Ministry (Nigeria)', 'Businessperson (Italy)', 'Military Academy (North Korea)', 'Nathan Cirillo', 'Foreign Affairs (India)', 'Asang Laol', 'Indigenous People (Nigeria)', 'Citizen (United Kingdom)', 'Government Official (Egypt)']"
3766,Iraq,Praise or endorse,Party Member (Iraq),2014-07-22,"['Party Member (Iraq)', 'Settler (Israel)', 'Police (South Africa)', 'Defense / Security Ministry (Nigeria)', 'Evangelos Venizelos', 'Interfax', 'Media (China)', 'Environment Department/Ministry (Jordan)', 'Middle East', 'Legislature (Argentina)']"
3767,Citizen (Australia),Reject,People Associated with the Opposition (Australia),2014-03-29,"['Vojislav Šešelj', 'Kashim Shettima', 'Gjorge Ivanov', 'Moro Islamic Liberation Front', 'Member of Parliament (Iran)', 'Education Ministry (Iran)', 'Lawmaker (Indonesia)', 'Congress (Philippines)', '""Awami (People\'s) League""', 'Cabinet / Council of Ministers / Advisors (Senegal)']"
3768,Milos Zeman,Engage in negotiation,Party Member (Czech Republic),2014-03-17,"['Party Member (Czech Republic)', 'Citizen (Venezuela)', 'Kevin Rudd', 'Other Authorities / Officials (Egypt)', 'Kuwait', 'Treasury/Finance Ministry (Bangladesh)', 'Ministry (Poland)', 'Gabriel Torwua Suswam', 'Citizen (Belarus)', 'Party Member (Taiwan)']"
3769,Benjamin Netanyahu,Appeal for diplomatic cooperation (such as policy support),Citizen (Unidentified State Actor),2014-06-29,"['Citizen (India)', 'Rafael Correa', 'Company - Owner or Operator (Nigeria)', 'Royal Administration (Jordan)', 'Macky Sall', 'Inter-Services Intelligence', 'Party of Regions', 'Labor Union (Croatia)', 'Bank (Iran)', 'National Anti-Corruption Commission (Thailand)']"
3770,Chaudhry Nisar Ali Khan,Make statement,Government (Pakistan),2014-03-04,"['Government (Pakistan)', 'Women (Australia)', 'Didier Burkhalter', 'Democratic Forces for the Liberation of Rwanda', 'Oman', 'Education (United States)', 'Sindh High Court', 'Indigenous People (Greece)', 'Medical Personnel (Jordan)', 'Sergey Kuzhugetovich Shoygu']"
3771,Japan,Provide economic aid,Philippines,2014-12-10,"['Togo', 'Abdullah Gül', 'Mahinda Rajapaksa', 'Environment Department/Ministry (Jordan)', 'Detainee (Lebanon)', 'Moro Islamic Liberation Front', 'Ng Eng Hen', 'Tourist (South Korea)', 'Akja Nuberdiyeva', 'Head of Government (Ukraine)']"
3772,South Korea,Demand,North Korea,2014-06-19,"['South Korea', 'North Korea', 'China', 'Fumio Kishida', 'John Kerry', 'Japan', 'Barack Obama', 'Myanmar', 'Foreign Affairs (South Korea)', 'Head of Government (South Korea)']"
3773,Media Personnel (Australia),Make optimistic comment,Citizen (Australia),2014-03-18,"['Geo TV', 'Legislature (Czech Republic)', 'Legislature (Argentina)', 'Separatist Militant (Turkey)', 'Citizen (Germany)', 'Education (United States)', 'City Mayor (Ukraine)', 'National Intelligence Bureau (China)', 'Military Academy (North Korea)', 'Kidnapper (Indonesia)']"
3774,Military (Turkey),Use tactics of violent repression,Protester (Turkey),2014-03-11,"['Abdullah Gül', 'Government (Africa)', 'Morocco', 'Military (Turkey)', 'Foreign Affairs (Russia)', 'National Anti-Corruption Commission (Thailand)', 'Alexis Tsipras', 'Security Service of Ukraine', 'Member of Legislative (Govt) (India)', 'Daniel Scioli']"
3775,Japan,Appeal for intelligence,North Korea,2014-11-01,"['North Korea', 'National Council for Peace and Order of Thailand', 'South Korea', 'Police (Jordan)', 'Tamar Beruchashvili', 'Gideon Gono', 'Ministry (Venezuela)', 'Hynek Kmoníček', 'Giorgio Napolitano', 'Iran']"
3776,Military (Laos),Consult,Ministry of Public Security (China),2014-09-11,"['Chief of Staff (French Air Force)', 'Food and Agriculture Organization', 'Dmitry Olegovich Rogozin', 'United Russia', 'William Ruto', 'Hemant Soren', '""Citizen (Cote d\'Ivoire)""', 'Gurbanguly Berdymukhammedov', 'Abdirahman Ducaale Bayle', 'Education Ministry (South Africa)']"
3777,Head of Government (Ukraine),Make an appeal or request,Military (Russia),2014-03-04,"['Majid Takht Ravanchi', 'Military (Russia)', 'Arseniy Yatsenyuk', 'Foreign Affairs (Kuwait)', 'Sergey Kuzhugetovich Shoygu', 'Enrico Letta', 'Member of Parliament (South Africa)', 'Businessperson (Italy)', 'European Parliament', 'Michael D. Higgins']"
3778,Police (Australia),Investigate,Citizen (Australia),2014-09-24,"['Police (Australia)', 'Member of Parliament (Australia)', 'Women (Australia)', 'Citizen (Australia)', 'Police (Indonesia)', 'Lawyer/Attorney (Australia)', 'Police (United States)', 'Fire Brigade (Australia)', 'People Associated with the Opposition (Australia)', 'Businessperson (Australia)']"
3779,Militant (Iraq),"Conduct suicide, car, or other non-military bombing",Iraq,2014-05-30,"['Doctors Without Borders', 'Bahrain', 'Mexico', 'Fire Brigade (Australia)', 'Ireland', 'Iraq', 'Catherine Ashton', 'Carrie Lam', 'Police (Belgium)', 'Evangelos Venizelos']"
3780,Ilkka Kanerva,Make a visit,Foreign Affairs (Russia),2014-09-04,"['Foreign Affairs (Russia)', 'Fumio Kishida', 'Settler (Israel)', 'Lawyer/Attorney (Philippines)', 'Military (France)', 'Interfax', 'Ministry (Liberia)', 'Angela Merkel', 'Morgan Tsvangirai', 'Police (Israel)']"
3781,Government Coalition (Zanzibar),Express intent to engage in diplomatic cooperation (such as policy support),People Associated with the Opposition (Czech Republic),2014-08-04,"['Presidential Candidate (Afghanistan)', 'International Court of Justice', 'Joseph Kabila', 'National Council for Peace and Order of Thailand', 'Citizen (Uganda)', 'UAE Armed Forces', 'Pham Binh Minh', 'Lawyer/Attorney (Philippines)', 'Citizen (Croatia)', 'Engineer (Grenada)']"
3782,Foreign Affairs (United States),Consult,Lawmaker (Russia),2014-07-08,"['Lawmaker (Russia)', 'Government (Argentina)', 'Court Judge (Iraq)', 'Men (United States)', 'Ombudsman (Georgia)', 'People Associated with the Opposition (Sri Lanka)', 'Mouloud Hamrouche', 'Business (Bulgaria)', 'Fire Brigade (Australia)', 'Nurse (Venezuela)']"
3783,Angola,Meet at a 'third' location,UN Security Council,2014-07-05,"['Bhupinder Singh Hooda', 'Alexander Lukashevich', 'UN Security Council', 'Chuck Hagel', 'Office of the United Nations High Commissioner for Human Rights', 'Military (Central African Republic)', 'Member of the Judiciary (Turkey)', 'Legislature (Czech Republic)', 'European Central Bank', 'Political Parties (Lebanon)']"
3784,Police (Saudi Arabia),Criticize or denounce,Citizen (Saudi Arabia),2014-03-16,"['Lawmaker (Indonesia)', 'Chaturon Chaisang', 'Military (France)', 'Philip Hammond', 'Svoboda', 'Police (Bulgaria)', 'Citizen (Saudi Arabia)', 'Indigenous People (Greece)', 'Military Personnel (Kenya)', 'Milos Zeman']"
3785,South Korea,Consult,China,2014-01-21,"['China', 'Iraq', 'Mikhail Margelov', 'Military (Lebanon)', 'Armed Rebel (Ukraine)', 'Philippines', 'Laos', 'Government (Syria)', 'Murtala Nyako', 'Ministry (Iran)']"
3786,Criminal (Argentina),Express intent to meet or negotiate,City Mayor (Argentina),2014-04-25,"['Military (El Salvador)', 'Ivan Gasparovic', 'James Wani Igga', 'Special Rapporteurs of the United Nations', 'Media Personnel (Japan)', 'Harish Rawat', 'Alexis Tsipras', 'Togo', 'Foreign Affairs (Venezuela)', 'Maldives']"
3787,John Kerry,Consult,Catherine Ashton,2014-11-09,"['Catherine Ashton', 'Court Judge (Nigeria)', 'Abdul Aziz', 'Head of Government (Qatar)', 'Criminal (Tanzania)', 'Information Ministry (India)', 'Israeli Defense Forces', 'Toomas Hendrik Ilves', 'Romania', 'Member of Parliament (Germany)']"
3788,Anandiben Patel,Host a visit,Smriti Irani,2014-06-14,"['Other Authorities / Officials (Guinea)', 'Royal Administration (Spain)', 'Treasury/Finance Ministry (Bangladesh)', 'Arab Israelis', 'International Court of Justice', 'Armed Rebel (Ukraine)', 'Prabowo Subianto', 'Legislature (South Africa)', 'Raúl Castro', 'Qatar']"
3789,South Korea,Make statement,Japan,2014-06-20,"['Gjorge Ivanov', 'South Korea', 'Japan', 'Other Authorities / Officials (Russia)', 'Kyoto University', 'Lawyer/Attorney (Argentina)', 'North Korea', 'China', 'Xi Jinping', 'Fumio Kishida']"
3790,Foreign Affairs (Belarus),Grant diplomatic recognition,Company - Owner or Operator (Armenia),2014-05-21,"['Ministry (Venezuela)', 'Lawmaker (Indonesia)', 'DPWH', 'Student (Iraq)', 'Governor (Chile)', '""Awami (People\'s) League""', 'Sirichan Ngathong', 'Raheel Sharif', 'Veterans (United States)', 'Hau Lung-pin']"
3791,Police (Indonesia),"Arrest, detain, or charge with legal action",Citizen (Indonesia),2014-04-17,"['Citizen (Indonesia)', 'Police (Indonesia)', '""Ministry of Tourism (Cote d\'Ivoire)""', 'Kuwait', 'Malaysia', 'Police (Malaysia)', 'Member of the Judiciary (United States)', 'Aceh', 'Lawyer/Attorney (Indonesia)', 'Interfax']"
3792,Lawyer/Attorney (United States),Make statement,Dzhokhar Tsarnaev,2014-07-08,"['Liyel Imoke', 'Khadija Ismayilova', 'Cristina Fernández de Kirchner', 'Government (Pakistan)', 'Ministry (Brazil)', 'Student (Bangladesh)', 'Media (Zimbabwe)', 'Combatant (Islamic State of Iraq and the Levant)', 'Government (United States)', 'John Baird']"
3793,Mahinda Rajapaksa,Make statement,Xi Jinping,2014-09-13,"['Xi Jinping', 'Insurgent (Afghanistan)', 'Citizen (Indonesia)', 'Cristina Fernández de Kirchner', 'Defense / Security Ministry (Nigeria)', 'City Mayor (South Africa)', 'Defense / Security Ministry (Ukraine)', 'Media (Qatar)', 'Domestic Affairs (Yemen)', 'Ministry (Liberia)']"
3794,John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-12-30,"['Sergey Viktorovich Lavrov', 'John Kerry', 'Congo', 'Iraq', 'Media (India)', 'Military Personnel (Paraguay)', 'Citizen (Brazil)', 'Government (Sweden)', 'Kisii', 'Gurbanguly Berdymukhammedov']"
3795,Military Personnel (India),Use conventional military force,Citizen (India),2014-07-22,"['Citizen (India)', 'Military Personnel (Mali)', 'Chaturon Chaisang', 'Morgan Tsvangirai', 'Antonis Samaras', 'Congo', 'Government (United States)', 'Election Commission (India)', 'Education (Iraq)', 'Bhupinder Singh Hooda']"
3796,John Kerry,Engage in negotiation,Mohammad Javad Zarif,2014-09-22,"['Mohammad Javad Zarif', 'National Council for Peace and Order of Thailand', 'Ireland', 'John Kerry', 'Abdullah Gül', 'Government (Pakistan)', 'Other Authorities / Officials (Nigeria)', 'People Associated with the Opposition (Ukraine)', 'Riek Machar', 'Military Personnel (Paraguay)']"
3797,Ministry (France),Make statement,Member of Parliament (France),2014-01-31,"['Terrorist (Syria)', 'Information / Communication / Transparency Ministry (Jordan)', 'Tulsi Gabbard', 'Web Site (Lithuania)', 'European Parliament', 'Børge Brende', 'Rioter (Myanmar)', 'Abdirahman Ducaale Bayle', 'Legislature (Argentina)', 'Maldives']"
3798,Citizen (India),Make an appeal or request,Employee (India),2014-10-30,"['Employee (India)', 'Al Jazeera', 'Kim Jong-Un', 'Rights Activist (Belarus)', 'Other Authorities / Officials (Guinea)', 'Shahin Mustafayev', 'Business (Bulgaria)', 'Armed Gang (Afghanistan)', 'Ministry of Shipping (India)', 'Rauf Aregbesola']"
3799,Lawyer/Attorney (South Korea),Investigate,Citizen (South Korea),2014-05-15,"['Citizen (South Korea)', 'Other Authorities / Officials (Zimbabwe)', 'Government (Angola)', 'Activist (Syria)', 'Military Personnel (Uganda)', 'Algirdas Butkevičius', 'Hassan Fadlallah', 'People Associated with the Opposition (Bahrain)', 'Nigerian Navy', 'Member of Legislative (Govt) (Afghanistan)']"
3800,Nicos Anastasiades,Express intent to cooperate,Abdel Fattah Al-Sisi,2014-11-08,"['Interfax', 'Men (Jordan)', 'Abdel Fattah Al-Sisi', 'Sergey Viktorovich Lavrov', 'Political Parties (Peru)', 'Head of Government (Bulgaria)', 'Military (El Salvador)', 'Legislature (Czech Republic)', 'Ministry (Liberia)', 'Terrorist Leader (Syria)']"
3801,Other Authorities / Officials (Mauritania),"Arrest, detain, or charge with legal action",Head of Government (Mauritania),2014-07-24,"['Media (Africa)', 'Congress of South African Trade Unions', 'Insurgent (Fula people)', 'International Government Organizations', 'Kevin Rudd', 'Amnesty International', 'Associated Press', 'Slovenia', 'Oman', 'Grand National Party']"
3802,Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014-03-05,"['John Kerry', 'Military Personnel (Afghanistan)', 'National Council for Peace and Order of Thailand', 'Lawyer/Attorney (Argentina)', 'Representatives (Slovakia)', 'Ministry (Afghanistan)', 'Ministry (France)', 'Government Official (Japan)', '""Uganda People\'s Defence Force""', 'Ryoo Kihl-jae']"
3803,Progressive Party (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-07-30,"['Citizen (Nigeria)', 'Fumio Kishida', 'Afghanistan', 'Lulzim Basha', 'Nigerian Navy', 'Government (Sweden)', 'Citizen (Turkey)', 'Carrie Lam', 'Head of Government (Pakistan)', 'Umar al Bashir']"
3804,Medical Personnel (India),Accuse,Citizen (India),2014-09-28,"['Nuri al-Maliki', 'Armenia', 'Togo', 'Citizen (India)', 'UN Security Council', 'Sudan', 'Armed Gang (Mexico)', 'Finance / Economy / Commerce / Trade Ministry (Canada)', 'Religion (India)', 'Doctors Without Borders']"
3805,Election Commission (Afghanistan),Praise or endorse,Ashraf Ghani Ahmadzai,2014-09-08,"['Ashraf Ghani Ahmadzai', 'Protester (Paraguay)', 'Protester (Kyrgyzstan)', 'Interfax', 'Independent Corrupt Practices Commission', 'Criminal (Pokot)', 'Citizen (Czech Republic)', 'Greenpeace', 'Lawyer/Attorney (South Korea)', 'People Associated with the Opposition (Argentina)']"
3806,Criminal (Philippines),fight with small arms and light weapons,Police (Philippines),2014-10-14,"['Media Personnel (Australia)', 'Ministry of Shipping (India)', 'Illegal Immigrant (Kenya)', 'Ijaw Youth Council', 'Philippines', 'Information Ministry (India)', 'Sikh (India)', 'Men (Venezuela)', 'Militant (Nigeria)', 'Greenpeace']"
3807,Cabinet / Council of Ministers / Advisors (United States),Express intent to cooperate,Sergey Viktorovich Lavrov,2014-07-19,"['National Anti-Corruption Commission (Thailand)', 'Abdel Fattah Al-Sisi', 'Jose Mario Vaz', 'Colombia', 'Chief of Staff (Tunisia)', 'Citizen (Namibia)', 'Women (Egypt)', 'Ombudsman (Georgia)', 'Cleric (Iraq)', 'Kevin Rudd']"
