,e1,relation,e2,date,predictions
3168,Japan,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2014-04-03,"['Augustine Alegeh', 'Iran', 'Criminal (Brazil)', 'John Kerry', 'Abdel Fattah Al-Sisi', 'Thailand', 'Head of Government (Germany)', 'Mohammad Javad Zarif', 'Tamar Beruchashvili', 'Mary Robinson']"
3169,Serbia,Host a visit,Victor Ponta,2014-07-16,"['Police (South Africa)', 'Abdullah Gül', 'Ministry (Venezuela)', 'Employee (Jordan)', 'Head of Government (Egypt)', 'Military (Lebanon)', 'Citizen (Georgia)', 'Dinka', 'Doctors Without Borders', 'Sheikh Hasina Wajed']"
3170,Chuck Hagel,Express intent to meet or negotiate,Japan,2014-03-27,"['Armed Rebel (Syria)', 'Japan', 'Special Rapporteurs of the United Nations', 'Military (Lebanon)', 'Congress (United States)', 'Liyel Imoke', 'Frank Mba', 'Abdul Aziz', 'Head of Government (Brazil)', 'Scientist (China)']"
3171,Iraq,Make statement,Nuri al-Maliki,2014-06-24,"['Nuri al-Maliki', 'Riek Machar', 'China', 'People Associated with the Opposition (Bahrain)', 'Poland', 'Business (Bulgaria)', 'Head of Government (Sri Lanka)', 'Lawmaker (Indonesia)', 'Citizen (India)', 'Doctors Without Borders']"
3172,Armed Gang (Afghanistan),Use unconventional violence,Afghanistan,2014-03-30,"['Cristina Fernández de Kirchner', 'Afghanistan', 'United Arab Emirates', 'Doctors Without Borders', 'Catherine Ashton', 'Police (United States)', 'Head of Government (Poland)', 'North Atlantic Treaty Organization', 'Kyoto University', 'Gabriel Torwua Suswam']"
3173,Citizen (Greece),"Conduct suicide, car, or other non-military bombing",Panhellenic Socialist Movement,2014-06-09,"['Party Member (Burkina Faso)', 'Isaac Kiprono Ruto', 'Dino Melaye', 'Frank Bainimarama', 'Office of the United Nations High Commissioner for Human Rights', 'Other Authorities / Officials (Romania)', 'Business (Uruguay)', 'Central Military Commission', 'Police (Burundi)', 'Inter-Services Intelligence']"
3174,Joseph Kabila,Engage in negotiation,France,2014-05-21,"['France', 'Nurse (Venezuela)', 'Citizen (Brazil)', 'European Central Bank', 'Citizen (Saudi Arabia)', 'Cambodia', 'Chief of Staff (French Air Force)', 'Citizen (Cape Verde)', 'Theresa May', 'Military (Argentina)']"
3175,Party Member (Slovakia),Make an appeal or request,Citizen (Slovakia),2014-10-29,"['Citizen (Bulgaria)', 'Treasury/Finance Ministry (Saudi Arabia)', 'Serbia', 'Sindh High Court', 'Police (Kyrgyzstan)', 'Alleged Militants (India)', 'Laos', 'Murtala Nyako', 'Oommen Chandy', 'Business (Russia)']"
3176,Lawyer/Attorney (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-04-29,"['Citizen (Australia)', 'Prayuth Chan-ocha', 'Government (Kenya)', 'Togo', 'Dmitry Anatolyevich Medvedev', 'Bhutan', 'Ma Ying Jeou', 'Food and Agriculture Organization', 'Legislature (Serbia)', 'National Anti-Corruption Commission (Thailand)']"
3177,Interim Government (Thailand),Express intent to cooperate,Citizen (Thailand),2014-01-15,"['Defense / Security Ministry (Nigeria)', 'Colombia', 'Macky Sall', 'Michael Sata', 'Iran', 'Chief of Staff (Iraq)', 'Andrius Krivas', 'Senate (South Sudan)', 'Other Authorities / Officials (Guinea)', 'Mahinda Rajapaksa']"
3178,Ministry (Egypt),Engage in negotiation,Abdel Fattah Al-Sisi,2014-09-16,"['Abdel Fattah Al-Sisi', 'Nicos Anastasiades', 'Foreign Affairs (Latvia)', 'Paul Kagame', 'Party Member (Bolivia)', 'Ministry (Tunisia)', 'Congress of South African Trade Unions', 'Miguel Ángel Osorio Chong', 'Central Bank (Russia)', 'Member of the Judiciary (South Africa)']"
3179,South Korea,Engage in negotiation,Japan,2014-11-11,"['Japan', 'Josh Earnest', 'Barack Obama', 'Kuwait', 'Ministry (France)', 'Christian Democratic Union', 'Cleric (Iraq)', 'Vietnam', 'Party Member (Taiwan)', 'Tajikistan']"
3180,Barack Obama,Make statement,North Atlantic Treaty Organization,2014-09-06,"['Peter Nyombi', 'Police (Burundi)', 'Grand National Party', 'Head of Government (Kenya)', 'Military (Middle East)', 'Ministry (Venezuela)', 'North Atlantic Treaty Organization', 'Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Syria)', 'Angola']"
3181,Kazakhstan,Engage in diplomatic cooperation,Poland,2014-02-19,"['Children (Zimbabwe)', 'Head of Government (Brazil)', 'Enrico Letta', 'Citizen (Mali)', 'Naval Base (India)', 'Member of the Judiciary (United Arab Emirates)', 'Senate (South Sudan)', 'Carrie Lam', 'Poland', 'Agence France-Presse']"
3182,Congress (Nigeria),Make statement,Chibuike Rotimi Amaechi,2014-01-28,"['Liyel Imoke', 'William Ruto', 'Abdullah Gül', 'Vesna Pusić', 'Member of Parliament (South Africa)', '""Citizen (Cote d\\\'Ivoire)""', 'Military Personnel (United States)', 'Party of Regions', 'Criminal (El Salvador)', 'Police (United States)']"
3183,Foreign Affairs (United States),Consult,Abdullah Abdullah,2014-07-03,"['Abdullah Abdullah', 'Defense / Security Ministry (Nigeria)', 'Member of Parliament (Russia)', 'Togo', 'Chief Court Judge (Malaysia)', 'Progressive Movement', 'Court Judge (Yemen)', 'Umar al Bashir', 'Trade Union Congress', 'European Central Bank']"
3184,Armed Gang (Afghanistan),Use unconventional violence,Party Member (Afghanistan),2014-02-05,"['Angela Merkel', 'Party Member (Afghanistan)', 'Ministry of Shipping (India)', 'Justin Trudeau', 'Democratic Forces for the Liberation of Rwanda', 'Antonis Samaras', 'Presidential Press Service (Nigeria)', 'Chuck Hagel', 'Warren Truss', 'UN Security Council']"
3185,Demeke Mekonnen,Make statement,Ethiopia,2014-03-12,"['Ethiopia', 'Main Opposition (Greece)', 'Ministry (Angola)', 'Employee (India)', 'Member of the Judiciary (South Korea)', 'Military (France)', 'Mevlut Cavusoglu', 'Education (United States)', 'City Mayor (South Africa)', 'International Government Organizations']"
3186,Citizen (United Kingdom),Use unconventional violence,Media Personnel (United States),2014-09-04,"['Japan', 'Mike Pence', 'Independent Corrupt Practices Commission', 'Raúl Castro', 'Jitan Ram Manjhi', 'Doctors Without Borders', 'Association of Southeast Asian Nations', 'Legislature (Italy)', 'Nicola Sturgeon', 'Labor Union (Nigeria)']"
3187,Serbia,Host a visit,John Baird,2014-09-03,"['Association of Southeast Asian Nations', 'Abdirahman Ducaale Bayle', 'Asylum Seeker (Chile)', 'Representatives (Slovakia)', 'Military (Argentina)', 'Men (India)', 'Edgars Rinkevics', 'Military (Mozambique)', 'Jitan Ram Manjhi', 'Vietnam']"
3188,Imran Khan,"Protest violently, riot",Government (Pakistan),2014-09-18,"['Treasury/Finance Ministry (Bangladesh)', 'Information / Communication / Transparency Ministry (Jordan)', 'DPWH', 'Citizen (Venezuela)', 'Djoomart Otorbaev', '""Citizen (Cote d\\\'Ivoire)""', 'Government (Pakistan)', 'Mohammad Javad Zarif', 'Head of Government (Nigeria)', 'François Hollande']"
3189,Massoud Barzani,Make a visit,François Hollande,2014-05-25,"['Bahrain', 'Didier Burkhalter', 'François Hollande', 'Combatant (Syrian Kurds)', 'Abdullah Gül', 'African Union', 'Afghanistan', 'DPWH', 'Sheikh Hasina Wajed', 'Kim Jong-Un']"
3190,Barack Obama,Express intent to meet or negotiate,Citizen (International),2014-08-27,"['Member of Parliament (India)', 'Laos', 'Dmitry Anatolyevich Medvedev', 'Court Judge (Nigeria)', 'Citizen (United Kingdom)', 'Togo', 'Mbhazima Samuel Shilowa', 'Treasury/Finance Ministry (Thailand)', 'Royal Thai Police', 'Serbia']"
3191,Fijilive,Consult,Fiji,2014-11-19,"['Fiji', 'Legislature (Italy)', 'Jack Straw', 'Citizen (Germany)', 'Gideon Gono', 'Head of Government (Egypt)', 'Japan', 'Treasury/Finance Ministry (Bangladesh)', 'Andrej Kiska', 'Education Ministry (United Arab Emirates)']"
3192,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-11-14,"['Political Parties (Lebanon)', 'Tsai Ing-wen', 'Majid Takht Ravanchi', 'Women (Australia)', 'Governor (Democratic Republic of Congo)', 'Nikos Christodoulides', 'Mary Robinson', 'Chief of Staff (Tunisia)', 'Cameroon', 'Uhuru Muigai Kenyatta']"
3193,Armed Rebel (Syria),Make statement,Combatant (Islamic State of Iraq and the Levant),2014-01-03,"['Morocco', 'Citizen (Greece)', 'Treasury/Finance Ministry (Bangladesh)', 'Government (Pakistan)', 'Yemi Osinbajo', 'South Sudan', 'Armed Forces of the Republic of Armenia', 'Local Media (Ukraine)', 'Hassan Joho', 'International Monetary Fund']"
3194,Kashim Shettima,Make statement,Government (Nigeria),2014-06-19,"['Benjamin Netanyahu', 'National Council for Peace and Order of Thailand', 'Citizen (United Kingdom)', 'Military Personnel (Bahrain)', 'Ashraf Ghani Ahmadzai', 'Citizen (Bangladesh)', 'Intelligence (United States)', 'Lawyer/Attorney (Philippines)', 'Foreign Affairs (Venezuela)', 'People Associated with the Opposition (Ukraine)']"
3195,Police (United States),"Return, release person(s)",Dzhokhar Tsarnaev,2014-08-27,"['Dzhokhar Tsarnaev', 'Serbia', 'Foreign Affairs (Italy)', 'Afghanistan', 'Børge Brende', 'Sheikh Hasina Wajed', 'Combatant (Syrian Kurds)', 'Insurgent (Afghanistan)', 'Citizen (Nigeria)', 'Military (El Salvador)']"
3196,Member of the Judiciary (Nigeria),"Return, release person(s)",Citizen (Nigeria),2014-10-03,"['Citizen (Nigeria)', 'Inter-Services Intelligence', 'Defense / Security Ministry (Nigeria)', 'Head of Government (Nigeria)', 'Majid Takht Ravanchi', 'Abdul Aziz', 'Arseniy Yatsenyuk', 'Ombudsman (Georgia)', 'Moro Islamic Liberation Front', 'Treasury/Finance Ministry (Czech Republic)']"
3197,UN Security Council,Criticize or denounce,Iraq,2014-06-12,"['Iraq', 'John Kerry', 'Thailand', 'Didier Burkhalter', 'Marziyeh Afkham', 'Colombia', 'Khadija Ismayilova', 'Agence France-Presse', 'Pham Binh Minh', 'Inter-Services Intelligence']"
3198,Grand National Party,Make statement,South Korea,2014-02-14,"['United Arab Emirates', 'South Korea', 'Ministry (Liberia)', 'Police (Burundi)', 'Business (Bulgaria)', 'François Hollande', 'Afghanistan', 'Lapo Pistelli', 'Head of Government (Brazil)', 'Royal Administration (Spain)']"
3199,Barack Obama,Meet at a 'third' location,Xi Jinping,2014-03-27,"['Other Authorities / Officials (Lebanon)', 'Ministry (Venezuela)', 'National Council for Peace and Order of Thailand', 'Military Personnel (Libya)', 'Morgan Tsvangirai', 'Foreign Affairs (Italy)', 'Cristina Fernández de Kirchner', 'Raja Zafarul Haq', 'Hamas', 'European Central Bank']"
3200,Other Authorities / Officials (El Salvador),"Arrest, detain, or charge with legal action",Mara Salvatrucha,2014-05-05,"['Treasury/Finance Ministry (Czech Republic)', 'Legislature (Czech Republic)', 'Moro Islamic Liberation Front', 'Foreign Affairs (Italy)', 'Citizen (Zambia)', 'Kevin Rudd', 'Children (Zimbabwe)', 'Chief of Staff (Iraq)', 'United Bank', 'Iran']"
3201,Vasundhara Raje,Make an appeal or request,Citizen (India),2014-12-03,"['Citizen (India)', 'Religion (India)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Tajikistan', 'Police (Burundi)', 'Pavlo Klimkin', 'Associated Press', 'Hamas', 'Head of Government (Egypt)', 'Business (Bulgaria)']"
3202,Tom Fletcher,Make statement,Foreign Affairs (Kuwait),2014-02-17,"['Joseph Stiglitz', 'Cristina Fernández de Kirchner', 'Education (Costa Rica)', 'Supreme Council for Women', 'Alexander Stubb', 'Justice and Development Party', 'Citizen (Bangladesh)', 'Agence France-Presse', 'Lawmaker (Indonesia)', 'Dmitry Anatolyevich Medvedev']"
3203,Axel Kicillof,Consult,Cristina Fernández de Kirchner,2014-11-13,"['Cristina Fernández de Kirchner', 'Mary Robinson', 'Ma Ying Jeou', 'Men (Argentina)', 'Constitutional Court (Romania)', 'Eugene Wamalwa', 'Government Official (Japan)', 'Police (Tanzania)', 'Member of Parliament (Australia)', 'Iraq']"
3204,Barack Obama,Make an appeal or request,UN Security Council,2014-09-25,"['UN Security Council', '""Citizen (Cote d\\\'Ivoire)""', 'Education Ministry (United Arab Emirates)', 'Military Academy (North Korea)', 'Nuri al-Maliki', 'People Associated with the Opposition (Ukraine)', 'Cristina Fernández de Kirchner', 'Representatives (Slovakia)', 'Indigenous People (Kenya)', 'Lawyer/Attorney (Turkey)']"
3205,Al Jazeera,Make an appeal or request,Government (Kenya),2014-12-10,"['Government (Kenya)', 'Ma Ying Jeou', 'Mouloud Hamrouche', 'National Anti-Corruption Commission (Thailand)', 'South Korea', 'Radoslaw Sikorski', 'Agence France-Presse', 'France', 'Member of Legislative (Govt) (Liberia)', 'Citizen (Belgium)']"
3206,Japan,Consult,France,2014-04-11,"['France', 'Combatant (Iraqi Kurds)', 'Togo', 'Labor Party (United Kingdom)', 'Detainee (Lebanon)', 'Kim Jong-Un', 'Citizen (Brazil)', 'Ministry (Tunisia)', 'Police (Belgium)', 'City Mayor (Costa Rica)']"
3207,Ministry (Nigeria),Make statement,Edwin Clark,2014-06-04,"['Professor (France)', 'Royal Thai Police', 'European Central Bank', 'Naval Base (India)', 'Education Ministry (Philippines)', 'Employee (Jordan)', 'Naglis Puteikis', 'Citizen (Germany)', 'Abdullah Gül', 'Ministry (Malaysia)']"
3208,UN Security Council,Meet at a 'third' location,Angola,2014-07-05,"['People Associated with the Opposition (Bahrain)', 'Radimir Čačić', 'Kim Jong-Un', 'Al-Shabaab', 'Angola', 'Shiv Sena', 'Royal Administration (Jordan)', 'Legislature (Serbia)', 'Togo', 'Indigenous People (Syria)']"
3209,John Kerry,Consult,Massoud Barzani,2014-06-25,"['Massoud Barzani', 'Malawi Electoral Commission', 'Smriti Irani', 'Ministry (Afghanistan)', 'Cleric (Iraq)', 'Colombia', 'Emrullah Isler', 'Municipal Court (Czech Republic)', 'Government (Pakistan)', 'Dinka']"
3210,Police (Australia),Express intent to meet or negotiate,Criminal (Australia),2014-09-26,"['""Citizen (Cote d\\\'Ivoire)""', 'Transport (Jordan)', 'Head of Government (Mexico)', 'All India Sikh Students Federation', 'Evangelos Venizelos', 'Shigefumi Matsuzawa', 'Citizen (South Korea)', 'Military (Central African Republic)', 'Men (United States)', 'Combatant (Syrian Kurds)']"
3211,China,Consult,Malaysia,2014-08-28,"['Malaysia', 'Al Jazeera', 'Treasury/Finance Ministry (Czech Republic)', 'Businessperson (Italy)', 'Military Personnel (Kenya)', 'Mohammad Javad Zarif', 'Military Personnel - Special (Algeria)', 'Dmitry Anatolyevich Medvedev', 'Citizen (Germany)', 'Ireland']"
3212,Qin Gang,Make statement,China,2014-04-30,"['China', 'Citizen (Unidentified State Actor)', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler', 'Labor Party (United Kingdom)']"
3213,Henry Kissinger,Grant diplomatic recognition,Iran,2014-05-01,"['Iran', 'Military Personnel (Libya)', 'Government (Argentina)', 'Citizen (United Kingdom)', 'European Central Bank', 'Police (South Africa)', 'Tan Sri Muhyiddin Yassin', 'Military (Lebanon)', 'Vincent C. Siew', 'Legislature (Czech Republic)']"
3214,Barack Obama,Make statement,Ethiopia,2014-10-06,"['Ethiopia', 'Main Opposition (Greece)', 'Ministry (Angola)', 'Employee (India)', 'Member of the Judiciary (South Korea)', 'Military (France)', 'Mevlut Cavusoglu', 'Education (United States)', 'City Mayor (South Africa)', 'International Government Organizations']"
3215,John Kerry,Engage in negotiation,Head of Government (Ethiopia),2014-05-02,"['Head of Government (Ethiopia)', 'Chuck Hagel', 'Justice Department/Ministery (India)', 'Member of the Judiciary (South Korea)', 'Theresa May', 'Business (Indonesia)', 'City Mayor (South Africa)', 'Chris Murphy', 'Kyoto University', 'Kayode Fayemi']"
3216,Other Authorities / Officials (Mexico),Make statement,Military (Mexico),2014-10-06,"['Democratic Forces for the Liberation of Rwanda', 'UN Security Council', 'Liyel Imoke', 'Peacekeeping Troop (Central African Republic)', 'Foreign Affairs (Romania)', 'Lawmaker (Russia)', 'Tzipi Livni', 'Edgars Rinkevics', 'Gideon Gono', 'Company - Owner or Operator (Nigeria)']"
3217,Congress (Nigeria),Accuse,Government (Nigeria),2014-11-14,"['Congress of South African Trade Unions', 'Anabela Rodrigues', 'Carrie Lam', 'Government (Nigeria)', 'Daniel Scioli', 'Oman', 'Foreign Affairs (Hungary)', 'Ethiopia', 'Head of Government (India)', 'Citizen (Tonga)']"
3218,Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,Tzipi Livni,2014-05-15,"['Ricardo Gonzalez', 'Organisation of Islamic Cooperation', 'Anson Chan', 'Qatar', 'Party Member (Burkina Faso)', 'Foreign Affairs (Ukraine)', 'Men (Argentina)', 'Air Force (Iraq)', 'Foreign Affairs (South Africa)', 'Congress of South African Trade Unions']"
3219,Andrej Kiska,Make an appeal or request,Citizen (Slovakia),2014-11-12,"['Citizen (Bulgaria)', 'Treasury/Finance Ministry (Saudi Arabia)', 'Serbia', 'Sindh High Court', 'Police (Kyrgyzstan)', 'Alleged Militants (India)', 'Laos', 'Murtala Nyako', 'Oommen Chandy', 'Business (Russia)']"
3220,Winnie Madikizela-Mandela,Make optimistic comment,Julius Malema,2014-12-14,"['Djibouti', 'Media (India)', 'Military (Mozambique)', 'Military (Argentina)', 'Lawyer/Attorney (Australia)', 'Military (Mali)', 'Business (Bulgaria)', 'Toomas Hendrik Ilves', 'Mexico', 'Armed Gang (Afghanistan)']"
3221,Member of Parliament (Australia),Criticize or denounce,Citizen (Australia),2014-10-17,"['Lawmaker (Indonesia)', 'Kisii', 'Government (United States)', 'Government Official (Japan)', 'Foreign Affairs (Russia)', 'Ishaq Dar', 'Raja Zafarul Haq', 'Xi Jinping', 'Military (Russia)', 'Lawyer/Attorney (Philippines)']"
3222,Police (Tanzania),"Arrest, detain, or charge with legal action",Employee (Tanzania),2014-08-04,"['Takeshi Onaga', 'Cynthia Ligeard', 'Augustine Alegeh', 'Civic Group (India)', 'Secret Agent (Philippines)', 'Cleric (Iraq)', 'Juan Carlos I', 'Lawmaker (Indonesia)', 'Media (Zimbabwe)', 'Lawmaker (Zimbabwe)']"
3223,Ethiopia,Host a visit,Husam Mughazi,2014-09-19,"['Ministry (Madagascar)', 'Other Authorities / Officials (Nigeria)', 'Armed Rebel (Ukraine)', 'Cambodia', 'Party Member (Azerbaijan)', 'Government (Palestinian Territory', 'Occupied)', 'Anandiben Patel', 'Military Personnel - Special (Afghanistan)', 'Ireland', 'Ministry (Liberia)']"
3224,Police (Israel),Use conventional military force,Indigenous People (Turkey),2014-05-29,"['Muhammadu Buhari', 'High Commission for Refugees', 'Government Official (Egypt)', 'Civic Group (India)', 'Member of Parliament (Russia)', 'Representatives (Slovakia)', 'Abdirahman Ducaale Bayle', 'Criminal (Egypt)', 'Court Judge (Zambia)', 'Shiv Sena']"
3225,David Choquehuanca,Host a visit,Raúl Castro,2014-06-13,"['Morgan Tsvangirai', 'People Associated with the Opposition (Bahrain)', 'Oleh Lyashko', 'Men (Pakistan)', 'Business (Portugal)', 'Democratic Forces for the Liberation of Rwanda', 'Food and Agriculture Organization', 'Other Authorities / Officials (Guinea)', 'Combatant (Islamic State of Iraq and the Levant)', 'Salman Khurshid']"
