,e1,relation,e2,date,predictions
517,Fotis Kouvelis,Make statement,Democratic Left,2014-01-26,"['Fotis Kouvelis', 'Food and Agriculture Organization', 'Combatant (Islamic State of Iraq and the Levant)', 'Head of Government (Brazil)', 'Gabriel Torwua Suswam', 'Doctors Without Borders', 'Joseph Kony', 'Other Authorities / Officials (Guinea)', 'Defense / Security Ministry (United States)', 'Police (Belgium)']"
518,North Korea,Demonstrate military or police power,South Korea,2014-07-14,"['Military Personnel (Kenya)', 'South Korea', 'North Korea', 'Kim Jong-Un', 'Interfax', 'Indigenous People (Nigeria)', 'Rioter (Myanmar)', 'Prayuth Chan-ocha', 'Abdullah Gül', 'Japan']"
519,Naval (Sri Lanka),"Arrest, detain, or charge with legal action",Fishermen (India),2014-07-07,"['Police (Benin)', 'Naval (Sri Lanka)', '""Awami (People\\\'s) League""', 'Men (United Kingdom)', 'Hezbollah', 'Businessperson (United Kingdom)', 'Border Security Force', 'Reserve Personnel (Iran)', 'Naval (Bangladesh)', 'Colombia']"
520,China,Express intent to cooperate,South Korea,2014-05-26,"['South Korea', 'China', 'Public Prosecutor (Greece)', 'Military Personnel (Canada)', 'International Monetary Fund', 'Kyoto University', 'North Korea', 'Citizen (South Korea)', 'Iraq', 'Japan']"
521,Court Judge (India),Ease administrative sanctions,Citizen (India),2014-07-27,"['Court Judge (India)', 'Citizen (India)', 'Citizen (Turkey)', 'Ministry (Czech Republic)', 'Head of Government (Ukraine)', 'Raheel Sharif', 'Evangelos Venizelos', 'South Africa', 'Election Commission (India)', 'Royal Administration (Spain)']"
522,Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-10-27,"['Malawi', 'Protester (Hong Kong)', 'Miguel Ángel Osorio Chong', 'Colombia', 'African Union', 'Macky Sall', 'Congress (Argentina)', 'Foreign Affairs (Russia)', 'Women (Angola)', 'Raúl Castro']"
523,Japan,Praise or endorse,North Korea,2014-03-04,"['North Korea', 'Japan', 'Congress (Argentina)', 'Bhutan', 'Employee (Iraq)', 'Special Rapporteurs of the United Nations', 'Citizen (United Kingdom)', 'Konstantin Dolgov', 'Andrew Robb', 'Ministry (Brazil)']"
524,Naval (Sri Lanka),"Arrest, detain, or charge with legal action",Fishermen (India),2014-01-19,"['Police (Benin)', 'Naval (Sri Lanka)', '""Awami (People\\\'s) League""', 'Men (United Kingdom)', 'Hezbollah', 'Businessperson (United Kingdom)', 'Border Security Force', 'Reserve Personnel (Iran)', 'Naval (Bangladesh)', 'Colombia']"
525,Police (Indonesia),"Arrest, detain, or charge with legal action",Citizen (Indonesia),2014-09-20,"['Citizen (Indonesia)', 'Police (Indonesia)', '""Ministry of Tourism (Cote d\\\'Ivoire)""', 'Kuwait', 'Malaysia', 'Police (Malaysia)', 'Member of the Judiciary (United States)', 'Aceh', 'Lawyer/Attorney (Indonesia)', 'Interfax']"
526,Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-12-26,"['Israeli Defense Forces', 'Benjamin Netanyahu', 'Lawyer/Attorney (Zambia)', 'Progressive Party (Nigeria)', '""Uganda People\\\'s Defence Force""', 'Foreign Affairs (Czech Republic)', 'Hamas', 'Mevlut Cavusoglu', 'Ireland', 'Ministry (Iran)']"
527,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-07-08,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
528,South Korea,"Impose embargo, boycott, or sanctions",North Korea,2014-11-19,"['Ministry (Liberia)', 'North Korea', 'South Korea', 'Court Judge (India)', 'Abhisit Vejjajiva', 'Iraq', 'Military (North Korea)', 'Armed Forces of the Republic of Armenia', 'Energy Department/Ministry (Iran)', 'City Mayor (South Africa)']"
529,Police (Japan),"Arrest, detain, or charge with legal action",Men (Japan),2014-07-31,"['Afghanistan', 'Police (Japan)', 'Treasury/Finance Ministry (Thailand)', 'UN Security Council', 'Military Academy (North Korea)', 'Ministry (Brazil)', 'Togo', 'Militant (Colombia)', 'Børge Brende', 'Sudan']"
