,e1,relation,e2,date,predictions
5887,Japan,Provide economic aid,Maldives,2014-08-27,"['Foreign Affairs (South Korea)', 'Japan', 'Ryoo Kihl-jae', 'Citizen (Nigeria)', 'Datuk Mah Siew Keong', 'Treasury/Finance Ministry (Thailand)', 'Miguel Ángel Osorio Chong', 'Enrico Letta', 'New Zealand', 'Ivan Gasparovic']"
5888,Citizen (Nigeria),Express intent to release persons or property,Education (Nigeria),2014-06-03,"['Citizen (Nigeria)', 'Independent Corrupt Practices Commission', 'Citizen (Venezuela)', 'Algirdas Butkevičius', 'Government (Sudan)', 'Presidential Press Service (Nigeria)', 'Special Rapporteurs of the United Nations', 'Iran', 'Ministry (Venezuela)', 'Member of Parliament (Germany)']"
5889,Head of Government (Bulgaria),Engage in negotiation,Angela Merkel,2014-12-16,"['Head of Government (Bulgaria)', 'Military (Philippines)', 'Association of Southeast Asian Nations', 'Armed Gang (Djibouti)', 'Government (Palestinian Territory', 'Occupied)', 'Armed Rebel (Turkish Kurds)', 'Criminal (Tanzania)', 'Philippines', 'John Kerry', 'North Atlantic Treaty Organization']"
5890,Armed Gang (Libya),Use unconventional violence,Education (Libya),2014-02-21,"['Other Authorities / Officials (Philippines)', 'Air Force (Iraq)', 'John Baird', 'Nathan Cirillo', 'Mouloud Hamrouche', 'Citizen (Bulgaria)', 'Abdullah Gül', 'Reserve Personnel (Ukraine)', 'Men (Pakistan)', 'Carrie Lam']"
5891,UN Security Council,Make pessimistic comment,Sudan,2014-04-05,"['UN Security Council', 'Air Force (Iraq)', 'Men (United Kingdom)', 'Prabowo Subianto', 'Mohammad Ali Najafi', 'Military Academy (North Korea)', 'Hassan Joho', 'Citizen (Bangladesh)', 'Legislature (Argentina)', 'South Africa']"
5892,Party Member (Iraq),"Accede to demands for change in institutions, regime",Iraq,2014-08-12,"['Air Force (Iraq)', 'Public Prosecutor (Greece)', 'Miguel Ángel Osorio Chong', 'Employee (Jordan)', 'Greenpeace', 'Foreign Affairs (India)', 'High Commission for Refugees', 'Head of Government (Afghanistan)', 'Military Personnel (Nigeria)', 'Joseph Robinette Biden']"
5893,Military Personnel (United States),Make statement,North Korea,2014-10-24,"['Other Authorities / Officials (Russia)', 'Head of Government (Ethiopia)', 'Citizen (Thailand)', 'Kevin Rudd', 'Police (Cambodia)', 'Special Rapporteurs of the United Nations', 'Massoud Barzani', 'Web Site (Lithuania)', 'Rights Activist (Indonesia)', 'Government (Sweden)']"
5894,Police (Jamaica),Accuse,Lawyer/Attorney (Jamaica),2014-04-18,"['Military Personnel (Afghanistan)', 'Other Authorities / Officials (Romania)', 'Intelligence (Crime Intelligence)', 'Citizen (Nigeria)', 'Medical Personnel (Nigeria)', 'Azubuike Ihejirika', 'Men (New Zealand)', 'The Hague', 'Intelligence (United States)', 'Member of Parliament (Thailand)']"
5895,John Kerry,Consult,Catherine Ashton,2014-07-13,"['John Kerry', 'International Monetary Fund', 'Trade Union Congress', 'Media Personnel (Iran)', 'Muhammadu Buhari', 'Agence France-Presse', 'Shiv Sena', 'Foreign Affairs (Italy)', 'Konstantin Dolgov', 'Professor (France)']"
5896,Daniela Bobeva,Consult,Verkhovna Rada,2014-06-07,"['Daniela Bobeva', 'Lawmaker (Lithuania)', 'Foreign Affairs (Italy)', 'Mary Robinson', 'Militant (International)', 'Other Authorities / Officials (United States)', 'Kisii', 'Radimir Čačić', 'Head of Government (Brazil)', 'Nabih Berri']"
5897,Catherine Ashton,Make an appeal or request,Other Authorities / Officials (Libya),2014-05-13,"['Head of Government (Palestinian Territory', 'Occupied)', 'John Kerry', 'Konstantin Dolgov', 'Tsai Ing-wen', 'Head of Government (Mexico)', 'Catherine Ashton', 'Alfred Mutua', 'Military Personnel (Paraguay)', 'Intelligence Chief (Sudan)', 'Business (Bulgaria)']"
5898,"Head of Government (Palestinian Territory, Occupied)",Make an appeal or request,UN Security Council,2014-10-01,"['Nguyen Phu Trong', 'Legislature (China)', 'Legislature (Italy)', 'Military (Lebanon)', 'Indigenous People (Greece)', 'Hun Sen', 'Public Prosecutor (Greece)', 'Michael D. Higgins', 'Office of the United Nations High Commissioner for Human Rights', 'Military Academy (North Korea)']"
5899,Other Authorities / Officials (Hong Kong),Consult,Lawmaker (Hong Kong),2014-12-09,"['National Security and Intelligence Services', 'Citizen (Yemen)', 'Sahrawi people', 'Member of Parliament (Australia)', 'Armenia', 'Isaias Afewerki', 'Government Official (United States)', 'Education Ministry (United Arab Emirates)', 'Other Authorities / Officials (Hong Kong)', 'Inter-Services Intelligence']"
5900,Benjamin Netanyahu,Make a visit,Barack Obama,2014-02-27,"['Secret Agent (Philippines)', 'Benjamin Netanyahu', 'Royal Administration (Jordan)', 'Enrico Letta', 'Citizen (Malaysia)', 'Government (United States)', 'Foreign Affairs (Venezuela)', 'Foreign Affairs (United States)', 'Business (Russia)', 'European Central Bank']"
5901,China,Host a visit,Milos Zeman,2014-04-29,"['China', 'City Mayor (South Africa)', 'International Court of Justice', '""Uganda People\'s Defence Force""', 'Presidential Press Service (Nigeria)', 'Qassim Atta', 'Laos', 'Women (Mexico)', 'South Sudan', 'Indigenous People (Thailand)']"
5902,Abdelilah Benkirane,Consult,Defense / Security Ministry (Spain),2014-11-27,"['Abdelilah Benkirane', 'Citizen (Brazil)', 'Sahrawi people', 'Abdirahman Ducaale Bayle', 'Oluṣẹgun Ọbasanjọ', 'Abhisit Vejjajiva', 'Population (Angola)', 'Mark Simmonds', 'Mohamed Ould Abdel Aziz', 'Police (Israel)']"
5903,Mohammad Javad Zarif,Make a visit,Iran,2014-11-08,"['Mohammad Javad Zarif', 'Other Authorities / Officials (Guinea)', 'Malawi Electoral Commission', 'Other Authorities / Officials (Nigeria)', 'Government (Pakistan)', 'Citizen (Australia)', 'International Government Organizations', 'Carrie Lam', 'Gjorge Ivanov', 'Nigerian Navy']"
5904,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-10,"['Nuri al-Maliki', 'Foreign Affairs (United States)', 'Chuck Hagel', 'Head of Government (Poland)', 'Protester (Egypt)', 'Hamas', 'Nasser Judeh', 'Gjorge Ivanov', 'United Russia', 'Education Ministry (United Arab Emirates)']"
5905,Industrial / Textiles / Mining Ministry (Malawi),Consult,Civil Servant (Malawi),2014-02-25,"['Hamad bin Ali al-Attiyah', 'Holy See', 'Municipal Court (Thailand)', 'Massoud Barzani', 'Detainee (Rwanda)', 'Bhutan', 'Government (South Africa)', 'Liyel Imoke', 'Business (Cameroon)', 'Government (Africa)']"
5906,Valdis Dombrovskis,Make statement,Government (Latvia),2014-01-18,"['Men (Vanuatu)', 'Bank (Venezuela)', 'Ministry (Malaysia)', 'Madagascar', 'Iraq', 'Uhuru Muigai Kenyatta', 'Maldives', 'Military Personnel (Afghanistan)', 'Military Personnel (Bahrain)', 'Michael D. Higgins']"
5907,Criminal (Philippines),fight with small arms and light weapons,Philippines,2014-06-09,"['Citizen (Mali)', 'Protester (Thailand)', 'Barnaba Marial Benjamin', 'Constitutional Court (Romania)', 'Isaias Afewerki', 'Head of Government (Guatemala)', 'Education Ministry (Philippines)', 'Professor (Fiji)', 'Government (Kenya)', 'Nuri al-Maliki']"
5908,Axel Kicillof,Express intent to meet or negotiate,France,2014-01-18,"['Media (Swaziland)', 'Ethiopia', 'Police (Bulgaria)', 'Royal Administration (Spain)', 'Ministry (Russia)', 'Election Commission (India)', 'Portugal', 'Greenpeace', 'Thailand', 'Student (Iraq)']"
5909,Leopoldo López,Make an appeal or request,Citizen (Venezuela),2014-02-20,"['Congress of South African Trade Unions', 'Christian (United States)', 'Foreign Affairs (Mongolia)', 'Trade Union Congress', 'Head of Government (Bulgaria)', 'Foreign Affairs (Hungary)', 'National Security and Intelligence Services', 'People Associated with the Opposition (Ukraine)', 'Abdullah Gül', 'Abu Sayyaf']"
5910,Population (Iraq),Make statement,Iraq,2014-06-09,"['Education (United States)', 'Media Personnel (Poland)', 'New Zealand', 'Armed Rebel (Ukraine)', 'Togo', 'Protester (Pakistan)', 'Court Judge (Yemen)', 'Viktor Orban', 'Population (Angola)', 'Guy Ryder']"
5911,Joseph Robinette Biden,Discuss by telephone,Nuri al-Maliki,2014-06-12,"['Joseph Robinette Biden', 'Nuri al-Maliki', 'Governor (Angola)', 'Nasser Judeh', 'Congress (Philippines)', 'Ministry (France)', 'Myanmar', 'European Central Bank', 'Armenia', 'Men (India)']"
5912,Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-03-30,"['Sergey Viktorovich Lavrov', 'Hassan Joho', 'Defense / Security Ministry (Russia)', 'City Mayor (Chile)', 'Party Member (Afghanistan)', 'Cleric (Iraq)', 'Cabinet / Council of Ministers / Advisors (United States)', 'Citizen (Venezuela)', 'Protester (Paraguay)', 'Barnaba Marial Benjamin']"
5913,Cabinet / Council of Ministers / Advisors (United States),Meet at a 'third' location,"Head of Government (Palestinian Territory, Occupied)",2014-10-14,"['Muhammadu Buhari', 'Indigenous People (Nigeria)', 'Agence France-Presse', 'Austria Press Agency', 'Royal Administration (Spain)', 'Shura Council', 'Eli Yishai', 'Ireland', 'Abu Sayyaf', 'Afghanistan']"
5914,Representatives (Afghanistan),Make statement,Secret Agent (Afghanistan),2014-11-30,"['Ramesh Chennithala', 'Enrico Letta', 'Congo', 'Emal Faizi', 'Municipal Court (Thailand)', 'Police (Yemen)', 'Hunter (Nigeria)', 'Main Opposition (Fiji)', 'Foreign Affairs (Italy)', 'Protester (Thailand)']"
5915,Mohammad Javad Zarif,Make statement,Iran,2014-07-20,"['Lawyer/Attorney (Argentina)', 'Police (Burundi)', 'Armenia', 'Activist (Nigeria)', 'Asylum Seeker (Chile)', 'Government (Africa)', 'Nazrul Islam', 'Mohammad Javad Zarif', 'Intelligence (United States)', 'Svoboda']"
5916,Ishaq Dar,Make an appeal or request,Imran Khan,2014-12-12,"['Naval (Bangladesh)', 'Women (Angola)', 'Jose Mario Vaz', 'Lawyer/Attorney (Australia)', 'Serbia', 'Citizen (Unidentified State Actor)', 'Abdirahman Ducaale Bayle', 'Member of Parliament (Russia)', 'Cleric (Iraq)', 'Kyoto University']"
5917,Ministry (France),Make statement,Iran,2014-06-09,"['Member of the Judiciary (Bangladesh)', 'Philippines', 'Citizen (Yemen)', 'Mouloud Hamrouche', 'Xi Jinping', 'Ryoo Kihl-jae', 'Business (Cameroon)', 'Head of Government (China)', 'United Arab Emirates', 'Children (Philippines)']"
5918,France,"Return, release person(s)",Citizen (Togo),2014-06-03,"['France', 'Chuck Hagel', 'Agence France-Presse', 'Men (Pakistan)', 'Kevin Rudd', 'Ministry (Venezuela)', 'Japan', 'Mouloud Hamrouche', 'Bishop (South Africa)', 'Yemi Osinbajo']"
5919,Malik Agar,Make an appeal or request,Citizen (Sudan),2014-12-09,"['Newspaper (Japan)', 'Opposition Supporter (Pakistan)', 'Police (Peru)', 'Police (United States)', 'Party Member (Bangladesh)', 'Chief Court Judge (Angola)', '""Awami (People\'s) League""', 'Shigefumi Matsuzawa', 'Military Personnel - Special (Mexico)', 'Government (Syria)']"
5920,France,Host a visit,China,2014-03-25,"['France', 'Sergey Kuzhugetovich Shoygu', 'Ministry (Egypt)', 'Armenia', 'Media (India)', 'Main Opposition (Turkey)', 'Royal Administration (Jordan)', 'Protester (Thailand)', 'Pervez Musharraf', 'Raheel Sharif']"
5921,Xi Jinping,Consult,Islam Karimov,2014-09-12,"['Xi Jinping', 'Bhutan', 'Afghanistan', 'Member of Legislative (Govt) (Kenya)', 'Cleric (Iraq)', 'Rioter (Myanmar)', 'Other Authorities / Officials (Russia)', 'Settler (Israel)', 'Citizen (Bangladesh)', 'Ryoo Kihl-jae']"
5922,Court Judge (Mexico),"Arrest, detain, or charge with legal action",Men (Mexico),2014-01-16,"['Military Personnel - Special (Mexico)', 'Women (Israel)', 'Nikos Christodoulides', 'Business (Poland)', 'Armed Gang (Afghanistan)', '""Citizen (Cote d\'Ivoire)""', 'Gurbanguly Berdymukhammedov', 'South Africa', 'Abdirahman Ducaale Bayle', 'Business (Russia)']"
5923,Giorgio Napolitano,Consult,Abdel Fattah Al-Sisi,2014-11-25,"['Giorgio Napolitano', 'Foreign Affairs (Latvia)', 'Head of Government (Poland)', 'Tajikistan', 'Other Authorities / Officials (Nigeria)', 'Head of Government (Senegal)', 'John Momis', 'Colombia', 'Kuwait', 'Men (Pakistan)']"
5924,Government (Nigeria),Provide aid,Citizen (Nigeria),2014-06-26,"['Government (Nigeria)', 'Citizen (Nigeria)', 'Ma Ying Jeou', 'Mohamed Ould Abdel Aziz', 'Enrico Letta', 'Iran', 'Augustine Alegeh', 'Assemblies (Nigeria)', 'Public Prosecutor (Greece)', 'Foreign Affairs (India)']"
5925,Ministry of Tourism (Croatia),Consult,City Mayor (Croatia),2014-05-02,"['Cabinet / Council of Ministers / Advisors (United States)', 'Uhuru Muigai Kenyatta', 'Member of the Judiciary (Bangladesh)', 'Ministry of Tourism (Croatia)', 'Phung Quang Thanh', 'Police (Greece)', 'Businessperson (United Kingdom)', 'News Editor (Niger)', 'Member of the Judiciary (United Kingdom)', 'Ishaq Dar']"
5926,Foreign Affairs (South Africa),Engage in negotiation,Iran,2014-06-16,"['Foreign Affairs (South Africa)', 'Ministry (Afghanistan)', 'Serbia', 'Police (Philippines)', 'Mouloud Hamrouche', 'Head of Government (India)', 'Children (Zimbabwe)', 'Interfax', 'Abdul Aziz', 'Head of Government (Ukraine)']"
5927,Xi Jinping,Express intent to meet or negotiate,France,2014-03-24,"['Federica Mogherini', 'National Anti-Corruption Commission (Thailand)', 'Police (Kyrgyzstan)', 'Domestic Affairs (Yemen)', 'Nuri al-Maliki', 'Abdirahman Ducaale Bayle', 'Web Site (Lithuania)', 'Xi Jinping', 'Military Personnel (Bahrain)', 'Kevin Rudd']"
5928,Foreign Affairs (United States),Engage in negotiation,Iraq,2014-08-11,"['Foreign Affairs (United States)', 'Opposition Supporter (Pakistan)', 'Military Personnel (Afghanistan)', 'Citizen (Bulgaria)', 'Independent Corrupt Practices Commission', 'Canadian Armed Forces', 'Colombia', 'Ministry (Norfolk Island)', 'Employee (India)', 'Citizen (Thailand)']"
5929,Bank (Bulgaria),Make an appeal or request,Citizen (Bulgaria),2014-09-16,"['Congo', 'Military Personnel (Bahrain)', 'News Editor (Russia)', 'Defense / Security Ministry (Nigeria)', 'Morgan Tsvangirai', 'Military Personnel (Paraguay)', 'Citizen (Bulgaria)', 'High Ranking Military Personnel (Namibia)', 'Criminal (Pakistan)', 'Ministry (Norfolk Island)']"
5930,Citizen (Kenya),Accuse,Police (Kenya),2014-06-19,"['Muhammadu Buhari', 'Men (Pakistan)', 'Mujahideen (Somalia)', 'Court Judge (Iraq)', 'Tamar Beruchashvili', 'Doctors Without Borders', 'Citizen (Nigeria)', 'European Central Bank', 'Yemi Osinbajo', 'Ng Eng Hen']"
5931,Japan,Make statement,South Korea,2014-03-28,"['Japan', 'Heydar Aliyev', 'Togo', 'Abdelilah Benkirane', 'Viktor Orban', 'Citizen (Brazil)', 'Business (Canada)', 'Raúl Castro', 'Serbia', 'Victor Ponta']"
5932,China,Host a visit,Chris Alexander,2014-03-24,"['China', 'City Mayor (South Africa)', 'International Court of Justice', '""Uganda People\'s Defence Force""', 'Presidential Press Service (Nigeria)', 'Qassim Atta', 'Laos', 'Women (Mexico)', 'South Sudan', 'Indigenous People (Thailand)']"
5933,Jean-Yves Le Drian,Consult,Chuck Hagel,2014-07-16,"['Special Rapporteurs of the United Nations', 'Jean-Yves Le Drian', 'Military Academy (North Korea)', 'Shiv Sena', 'Legislature (Czech Republic)', 'Legislature (Argentina)', 'Togo', 'Urmas Reinsalu', 'Public Prosecutor (Greece)', 'Government (Argentina)']"
5934,China,Express intent to engage in diplomatic cooperation (such as policy support),Other Authorities / Officials (China),2014-06-28,"['China', 'Kober prison', 'Head of Government (Brazil)', 'Gurbanguly Berdymukhammedov', 'Imran Khan', 'Military Personnel (Kenya)', 'Uhuru Muigai Kenyatta', 'Mainland Affairs Council', 'Women (Israel)', 'Party Member (Bolivia)']"
5935,Japan,Make pessimistic comment,China,2014-08-11,"['Japan', 'Ministry (Liberia)', 'Ireland', 'Barack Obama', 'South Korea', 'Government (United States)', 'Legislature (Czech Republic)', 'Information / Communication / Transparency Ministry (Liberia)', 'Antonis Samaras', 'Medical Personnel (Jordan)']"
5936,National Security Advisor (India),Consult,Ashraf Ghani Ahmadzai,2014-10-23,"['Special Rapporteurs of the United Nations', 'Oleh Lyashko', 'Legislature (Italy)', 'Villager (India)', 'Police (Burundi)', 'Citizen (South Korea)', 'Gambia', 'Other Authorities / Officials (Libya)', 'Iraq', 'Fernando Henrique Cardoso']"
5937,Vitali Klitschko,Consult,Dmytro Bulatov,2014-01-31,"['Vitali Klitschko', 'Militant (International)', 'Djoomart Otorbaev', 'Lawyer/Attorney (Romania)', 'DPWH', 'Activist (Communist Party of India)', 'Head of Government (Brazil)', 'Party Member (Bangladesh)', 'Chief of Staff (French Air Force)', 'Local Media (Ukraine)']"
5938,France,Make a visit,Iran,2014-04-21,"['France', 'Malawi Electoral Commission', 'Police (Burundi)', 'Government (Kenya)', 'Military (Lebanon)', 'Member of the Judiciary (United States)', 'Agence France-Presse', 'Raheel Sharif', 'Miguel Ángel Osorio Chong', 'Government (United States)']"
5939,Barack Obama,Express intent to provide military aid,Armed Rebel (Syria),2014-09-15,"['Barack Obama', 'Head of Government (Afghanistan)', 'City Mayor (South Africa)', 'Party Member (Iraq)', 'Government (United States)', 'Information / Communication / Transparency Ministry (Liberia)', 'Milos Zeman', 'Defense / Security Ministry (Russia)', 'Abdul Aziz', 'Xi Jinping']"
5940,Macky Sall,Make a visit,Head of Government (Qatar),2014-03-03,"['Business (Bulgaria)', 'Ibrahim Shehu Shema', 'Ministry (Venezuela)', 'Information Ministry (India)', 'János Áder', 'Ng Eng Hen', 'Macky Sall', 'Party Member (Iraq)', 'Treasury/Finance Ministry (Bangladesh)', 'Mexico']"
5941,Protester (Hong Kong),"Protest violently, riot",Police (Hong Kong),2014-10-01,"['Police (Hong Kong)', 'Prayuth Chan-ocha', 'Justice Department/Ministery (Libya)', 'Ma Ying Jeou', 'Ireland', 'People Associated with the Opposition (Russia)', 'China', 'Other Authorities / Officials (Hong Kong)', 'Military (Hong Kong)', 'Company - Owner or Operator (Nigeria)']"
5942,Majid Takht Ravanchi,Praise or endorse,Government (Venezuela),2014-03-02,"['Majid Takht Ravanchi', 'Kuwait', 'Barack Obama', 'Head of Government (Mexico)', 'Toomas Hendrik Ilves', 'Militant (International)', 'Mohamed Ould Abdel Aziz', 'Other Authorities / Officials (Romania)', 'European Central Bank', 'Malaysia']"
5943,Citizen (Thailand),"Accuse of crime, corruption",Thaksin Shinawatra,2014-06-21,"['People Associated with the Opposition (Ukraine)', 'Police (Egypt)', 'Men (Argentina)', '""Citizen (Cote d\'Ivoire)""', 'Member of the Judiciary (Iran)', 'Bahrain', 'Prayuth Chan-ocha', 'City Mayor (South Africa)', 'Military Personnel (Mali)', 'National Council for Peace and Order of Thailand']"
5944,Hun Sen,Consult,Cambodia,2014-09-02,"['Hun Sen', 'Bhutan', 'Julie Bishop', 'United Arab Emirates', 'Abdullah Gül', 'Antonis Samaras', 'Konstantin Dolgov', 'Haider Al-Abadi', 'European Parliament', 'Philip Hammond']"
